540,103082.715
601,105117.675
601,105117.675
610,105417.915
610,105417.915
745,109921.515
745,109921.515
901,115125.675
901,115125.675
1072,120830.235
1072,120830.235
1179,124399.755
1179,124399.755
1201,125133.675
1201,125133.675
1229,126067.755
1229,126067.755
1275,127602.315
1275,127602.315
1501,135141.675
1501,135141.675
1801,145149.675
1801,145149.675
1802,145183.035
1802,145183.035
2101,155157.675
2101,155157.675
2401,165165.675
2701,175173.675
3001,185181.675
3001,185181.675
3301,195189.675
3301,195189.675
3601,205197.675
3601,205197.675
3901,215205.675
3901,215205.675
4201,225213.675
4501,235221.675
4501,235221.675
4781,244562.475
4781,244562.475
4801,245229.675
4801,245229.675
4813,245629.995
5401,265245.675
