598,485944.049
598,485944.049
699,489313.409
699,489313.409
734,490481.009
734,490481.009
768,491615.249
768,491615.249
832,493750.289
832,493750.289
871,495051.329
871,495051.329
889,495651.809
889,495651.809
901,496052.129
901,496052.129
920,496685.969
920,496685.969
977,498587.489
977,498587.489
1012,499755.089
1012,499755.089
1048,500956.049
1048,500956.049
1095,502523.969
1095,502523.969
1128,503624.849
1128,503624.849
1153,504458.849
1153,504458.849
1201,506060.129
1201,506060.129
1464,514833.809
1464,514833.809
1483,515467.649
1483,515467.649
1501,516068.129
1501,516068.129
1553,517802.849
1572,518436.689
1603,519470.849
1603,519470.849
1625,520204.769
1625,520204.769
1662,521439.089
1662,521439.089
1674,521839.409
1674,521839.409
1712,523107.089
1712,523107.089
1732,523774.289
1775,525208.769
1775,525208.769
1801,526076.129
1809,526343.009
1830,527043.569
1843,527477.249
1862,528111.089
1862,528111.089
1877,528611.489
1877,528611.489
1898,529312.049
1898,529312.049
1922,530112.689
1941,530746.529
1941,530746.529
1998,532648.049
2020,533381.969
2020,533381.969
2037,533949.089
2037,533949.089
2049,534349.409
2049,534349.409
2084,535517.009
2084,535517.009
2097,535950.689
2097,535950.689
2101,536084.129
2101,536084.129
2117,536617.889
2117,536617.889
2125,536884.769
2125,536884.769
2144,537518.609
2144,537518.609
2162,538119.089
2162,538119.089
2190,539053.169
2190,539053.169
2207,539620.289
2207,539620.289
2313,543156.449
2313,543156.449
2401,546092.129
2401,546092.129
2597,552630.689
2597,552630.689
2701,556100.129
2701,556100.129
2784,558869.009
2784,558869.009
2796,559269.329
2796,559269.329
2822,560136.689
2822,560136.689
2851,561104.129
2851,561104.129
2907,562972.289
2907,562972.289
2928,563672.849
2928,563672.849
2950,564406.769
2950,564406.769
2974,565207.409
2974,565207.409
2997,565974.689
3001,566108.129
3001,566108.129
3018,566675.249
3018,566675.249
3038,567342.449
3038,567342.449
3067,568309.889
3067,568309.889
3085,568910.369
3085,568910.369
3112,569811.089
3112,569811.089
3124,570211.409
3140,570745.169
3169,571712.609
3301,576116.129
3304,576216.209
3304,576216.209
3324,576883.409
3435,580586.369
3435,580586.369
3544,584222.609
3544,584222.609
3581,585456.929
3581,585456.929
3601,586124.129
3601,586124.129
3715,589927.169
3715,589927.169
3822,593496.689
3822,593496.689
3901,596132.129
3901,596132.129
3964,598233.809
3964,598233.809
3989,599067.809
3989,599067.809
4027,600335.489
4027,600335.489
4180,605439.569
4180,605439.569
4201,606140.129
4201,606140.129
4427,613679.489
4501,616148.129
4801,626156.129
