554,485961.102
655,489328.212
655,489328.212
690,490495.032
690,490495.032
724,491628.515
724,491628.515
788,493762.13
788,493762.13
827,495062.301
827,495062.301
845,495662.38
845,495662.38
857,496062.433
857,496062.433
876,496695.849
876,496695.849
933,498596.1
933,498596.1
968,499762.92
968,499762.92
1004,500963.078
1004,500963.078
1051,502529.951
1051,502529.951
1084,503630.096
1084,503630.096
1109,504463.539
1109,504463.539
1157,506063.75
1157,506063.75
1420,514831.572
1420,514831.572
1439,515464.989
1439,515464.989
1509,517798.629
1509,517798.629
1559,519465.516
1559,519465.516
1559,519465.516
1582,520232.283
1582,520232.283
1619,521465.779
1619,521465.779
1668,523099.328
1668,523099.328
1688,523766.082
1688,523766.082
1731,525199.604
1731,525199.604
1731,525199.604
1731,525199.604
1766,526366.425
1766,526366.425
1766,526366.425
1766,526366.425
1766,526366.425
1766,526366.425
1855,529333.482
1855,529333.482
1879,530133.588
1879,530133.588
1898,530767.004
1898,530767.004
1898,530767.004
1977,533400.685
1977,533400.685
1977,533400.685
2006,534367.479
2006,534367.479
2041,535534.299
2041,535534.299
2054,535967.689
2054,535967.689
2058,536101.04
2058,536101.04
2074,536634.444
2074,536634.444
2082,536901.146
2082,536901.146
2101,537534.562
2101,537534.562
2119,538134.642
2119,538134.642
2147,539068.098
2147,539068.098
2164,539634.839
2164,539634.839
2270,543168.638
2270,543168.638
2358,546102.358
2358,546102.358
2554,552636.552
2554,552636.552
2658,556103.675
2658,556103.675
2741,558870.706
2741,558870.706
2753,559270.759
2753,559270.759
2779,560137.54
2779,560137.54
2808,561104.334
2808,561104.334
2864,562971.247
2864,562971.247
2885,563671.339
2885,563671.339
2931,565204.874
2931,565204.874
2954,565971.642
2954,565971.642
2955,566004.98
2955,566004.98
2975,566671.734
2975,566671.734
2975,566671.734
2996,567371.826
2996,567371.826
3024,568305.283
3024,568305.283
3042,568905.362
3042,568905.362
3081,570205.533
3081,570205.533
3097,570738.937
3097,570738.937
3126,571705.731
3126,571705.731
3126,571705.731
3126,571705.731
3126,571705.731
3126,571705.731
3502,584240.715
3502,584240.715
3502,584240.715
3539,585474.211
3539,585474.211
3559,586140.966
3559,586140.966
3673,589941.466
3673,589941.466
3780,593508.603
3780,593508.603
3859,596142.283
3859,596142.283
3922,598242.56
3922,598242.56
3947,599076.003
3947,599076.003
3985,600342.836
3985,600342.836
4138,605443.508
4138,605443.508
4159,606143.601
4159,606143.601
4385,613677.926
4385,613677.926
4461,616178.256
4461,616178.256
4461,616178.256
4461,616178.256
