1,0,0,7.890798333333334,51.52924500000001,17,9,2019,09:40:55.586933
2,3,4,7.890821666666667,51.52947000000001,17,9,2019,09:41:46.674105
3,735,704,7.890853333333332,51.52972499999999,17,9,2019,09:41:51.643906
4,808,763,7.890883333333333,51.52999499999999,17,9,2019,09:41:56.621535
5,874,827,7.890906666666666,51.53026,17,9,2019,09:42:00.632488
6,934,887,7.890928333333333,51.53051666666667,17,9,2019,09:42:04.689596
7,994,947,7.890944999999999,51.53076666666666,17,9,2019,09:42:08.683390
8,1054,1007,7.8909633333333336,51.531016666666666,17,9,2019,09:42:12.610645
9,1113,1066,7.89097,51.53126333333333,17,9,2019,09:42:16.933595
10,1177,1117,7.8909666666666665,51.53149833333334,17,9,2019,09:42:20.676740
11,1225,1162,7.89096,51.53173333333334,17,9,2019,09:42:24.603987
12,1284,1221,7.890953333333332,51.531973333333326,17,9,2019,09:42:28.689688
13,1344,1281,7.890948333333334,51.532221666666665,17,9,2019,09:42:34.333712
14,1429,1366,7.890946666666667,51.53222000000001,17,9,2019,09:42:36.514398
15,1461,1398,7.891125,51.531616666666665,17,9,2019,09:43:39.961702
16,2291,2216,7.891428333333333,51.53148666666666,17,9,2019,09:43:51.644077
17,2465,2390,7.891751666666666,51.531355,17,9,2019,09:43:56.609966
18,2540,2466,7.892144999999999,51.531346666666664,17,9,2019,09:44:03.641623
19,2646,2572,7.892394999999999,51.531560000000006,17,9,2019,09:44:08.639207
