1,762,765,7.8854750000000005,51.538705,17,9,2019,09:34:10.533987
2,2,2,7.88587,51.538734999999996,17,9,2019,09:34:28.625544
3,192,189,7.886241666666666,51.538775,17,9,2019,09:34:35.637720
4,297,294,7.8866249999999996,51.53880666666667,17,9,2019,09:34:43.580824
5,416,413,7.887006666666667,51.53883166666666,17,9,2019,09:34:51.595298
6,537,534,7.887401666666666,51.53886333333333,17,9,2019,09:34:59.582895
7,656,654,7.887771666666667,51.53890666666666,17,9,2019,09:35:07.627775
8,776,774,7.888168333333335,51.538955,17,9,2019,09:35:15.620082
9,897,895,7.8885683333333345,51.53899666666666,17,9,2019,09:35:24.692446
10,1028,1011,7.8889700000000005,51.53904666666667,17,9,2019,09:35:32.573204
11,1140,1121,7.889323333333334,51.53910166666666,17,9,2019,09:35:39.634703
12,1246,1227,7.889683333333333,51.53912833333334,17,9,2019,09:35:46.627150
