1,4471,4383,7.880433333333333,51.51862166666667,17,9,2019,09:52:58.308600
2,2,2,7.880766666666666,51.51872333333334,17,9,2019,09:53:19.628462
3,272,271,7.881128333333334,51.518775000000005,17,9,2019,09:53:22.633422
4,317,316,7.881521666666667,51.518815,17,9,2019,09:53:25.700486
5,363,362,7.881948333333334,51.518855,17,9,2019,09:53:28.692002
6,408,407,7.882393333333333,51.51891833333334,17,9,2019,09:53:31.632987
7,452,451,7.88285,51.518978333333344,17,9,2019,09:53:34.638026
8,498,497,7.883335,51.51902,17,9,2019,09:53:37.659350
9,542,541,7.883695,51.519058333333334,17,9,2019,09:53:39.656078
10,572,572,7.884056666666667,51.51909166666666,17,9,2019,09:53:41.656554
11,602,602,7.88442,51.51911833333334,17,9,2019,09:53:43.628595
12,632,632,7.884938333333334,51.51915,17,9,2019,09:53:46.664893
13,677,677,7.885416666666667,51.519178333333336,17,9,2019,09:53:49.670705
14,723,723,7.8858983333333335,51.51921166666666,17,9,2019,09:53:52.683134
15,767,767,7.886383333333333,51.519238333333334,17,9,2019,09:53:55.664459
16,812,812,7.8868383333333325,51.51925833333333,17,9,2019,09:53:58.668721
17,857,857,7.887270000000001,51.519281666666664,17,9,2019,09:54:01.688648
18,902,902,7.887653333333333,51.51929333333332,17,9,2019,09:54:04.676994
19,948,948,7.88803,51.51926333333334,17,9,2019,09:54:07.663353
20,990,977,7.888481666666666,51.519223333333336,17,9,2019,09:54:11.672959
